"BOS <URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-d3267215c7c2c7d5d8ef41646c54bfbd url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-d3267215c7c2c7d5d8ef41646c54bfbd/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-d3267215c7c2c7d5d8ef41646c54bfbd width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-d3267215c7c2c7d5d8ef41646c54bfbd>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-d3267215c7c2c7d5d8ef41646c54bfbd</a><OriginalName v=Untitled.png></OriginalName><FileSize v=180863></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject> EOS",O O O O O O O O O O O O O O O O O O O O O,O
"BOS Just I asked sir, In my C: partition overload that only i asked EOS",O O O O O O O O O O O O O O O,cuda_driver_install
BOS Thank you so much EOS,O O O O O O,Thank_you
"BOS error are coming while apply changes at power Bi desktop , after close and apply mentioned but it is not able to show at power bi desktop  EOS",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,powerbi_query
BOS ok  EOS,O O O,good_bye
BOS is it available in you tube? EOS,O O O O O O O O,youtube_video_availability
BOS <MediaAlbum albumId=3564f4ac-d127-48ea-9297-618dbfdcb335></MediaAlbum> EOS,O O O O,O
BOS I will restart the system and reinstall again. EOS,O O O O O O O O O O,sure
BOS in seaborn I know a function called as pallete to do this coloring EOS,O O O O O O O O O O O O O O O,seaborn
BOS Got Timeout 3 seconds error EOS,O O O O O O O,support_ticket_generate
"BOS <URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-c914927a385225990cb76ad0f5f7bbb7 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-c914927a385225990cb76ad0f5f7bbb7/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-c914927a385225990cb76ad0f5f7bbb7 width=597 height=158>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-c914927a385225990cb76ad0f5f7bbb7>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-c914927a385225990cb76ad0f5f7bbb7</a><OriginalName v=image_2020_09_24T19_12_26_653Z.png></OriginalName><FileSize v=14002></FileSize><meta type=photo originalName=image_2020_09_24T19_12_26_653Z.png></meta></URIObject> EOS",O O O O O O O O O O O O O O O O O O O O O,O
BOS hi EOS,O O O,Greetings
BOS bad gateway EOS,O O O O,support_ticket_generate
BOS No problem  EOS,O O O O,good_bye
BOS but would u happen to knw when can i get in touch with sudhanshu sir through this mode of comm EOS,O O O O O O O O O O O O O O O O O O O O O O,need_help
BOS Alright EOS,O O O,more_query
BOS so they are asking professional email id  EOS,O O O O O O O O O,need_help
BOS can you please tell me how to opt-out from this internship? EOS,O O O O O O O O O O O O O,internship_query
BOS hi EOS,O O O,Greetings
BOS sir i used 12345 this password EOS,O O O O O O O O,need_help
BOS Sir by using forward fill how I increase the value by 10  EOS,O O O O O O O O O O O O O O,need_help
BOS how does it solve ?? EOS,O O O O O O O,need_help
BOS sorry.. i understood output matrix.. and tried that .. i need second question explanation EOS,O O O O O O O O O O O O O O O O,need_help
BOS sir in pyspark after instaalling java what process i have to do  EOS,O O O O O O O O O O O O O O,pyspark
BOS i asked yesterday till now you are not answering  EOS,O O O O O O O O O O O,sorry
"BOS <URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138 width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ca964f6c11abcf5f710956ca1ba7c138</a><OriginalName v=1600255538377.JPEG></OriginalName><FileSize v=37518></FileSize><meta type=photo originalName=1600255538377.JPEG></meta></URIObject> EOS",O O O O O O O O O O O O O O O O O O O O O,O
"BOS Applying remove blank rows I am still getting null values, what could be issue here? EOS",O O O O O O O O O O O O O O O O O,support_ticket_generate
BOS How will it solve ??? EOS,O O O O O O O,need_help
"BOS If you didn&apos;t understand my problem let me know, I send pics EOS",O O O O O O O O O O O O O O,O
BOS One doubt from last class (Power BI).It was well explained about to delete the rows having null/blank value.But how will we be able to delete the rows having values as missing/NA/ NaaN etc. We know that these values are not necessary but how to handle these rows in power bi? EOS,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,need_help
BOS its not working properly  EOS,O O O O O O,need_help
"BOS Hello good afternoon,  I&apos;m Avinash student of june 6 ML batch i have applied for internship that is going to start from November  EOS",O O O O O O O O O O O O O O O O O O O O O O O O O,internship_query
"BOS Hii, I am Vishnu Derkar and I have the form for internship on 27 Aug but couldn&#39;t find my name in the list. EOS",O O O O O O O O O O O O O O O O O O O O O O O O O,internship_query
BOS ya i watched 1-2 more video then got clarified.  thank you so much EOS,O O O O O O O O O O O O O O O,welocme_reply
BOS <partlist type=ended alt= callId=6bda5ecb-9a00-40e8-b188-c5b619c5cfb7><part identity=live:yash20december><name>yash agrawal</name><duration>726.662</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>726.662</duration></part></partlist> EOS,O O O O O O O O O,O
BOS <MediaAlbum albumId=4a855875-6f26-45fa-9773-6308e3a1a086></MediaAlbum> EOS,O O O O,O
BOS Ok sir EOS,O O O O,good_bye
BOS So what should I do? EOS,O O O O O O O,need_help
BOS ok EOS,O O O,Thank_you
BOS no not a dashboard data set EOS,O O O O O O O O,O
"BOS hello sir, i m implementing the linear regression till cloud app .in this app i couldnt install mkt-fft,mkt-random and scikit learn  .so i want to know how can i install them and should i install them in pycharm or in anaconda. which will be better EOS",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,python_requirements_install
BOS Hi EOS,O O O,Greetings
BOS kindly grant me dashboard access for dl course EOS,O O O O O O O O O O,Dashboard_access
"BOS q Write a Python Program(with class concepts) to find the area of the triangle using the below formula. area = (s(s-a)(s-b)(s-c)) * 0.5 Function to take the length of the sides of triangle from user should be defined in the parent class and function to calculate the area should be defined in subclass.class Triangle:        def takeInput():        a=int(input(&quot;Enter the first side: &quot;))        b=int(input(&quot;Enter the second side: &quot;))        c=int(input(&quot;Enter the third side: &quot;))        return a,b,c        class AreaTriangle(Triangle):         def areaTriangle(a,b,c):        s=(a+b+c)/2        area = (s*(s-a)*(s-b)*(s-c)) ** 0.5        print(&quot;The area of triangle is:&quot;,area)                obj=AreaTriangleres=obj.takeInput()obj.areaTriangle(res[0],res[1],res[2])     EOS",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,support_ticket_generate
BOS hi EOS,O O O,Greetings
BOS Hello sir is there any one? EOS,O O O O O O O O,Greetings
BOS Thanks EOS,O O O,welocme_reply
"BOS DLCVNLP 25TH JULY , 3rd oct classes file are not there which used in pycharm ?? EOS",O O O O O O O O O O O O O O O O O O,dashboard_file_error
BOS plz put your input on the file i created  EOS,O O O O O O O O O O O,need_help
BOS can you please give me some references from where i can learn about these techniques ? EOS,O O O O O O O O O O O O O O O O O O,need_help
"BOS <URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-a5efdca6df773da4d24f4dc6f7b24965 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-a5efdca6df773da4d24f4dc6f7b24965/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-a5efdca6df773da4d24f4dc6f7b24965 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-a5efdca6df773da4d24f4dc6f7b24965>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-a5efdca6df773da4d24f4dc6f7b24965</a><OriginalName v=Screenshot (29).png></OriginalName><FileSize v=140114></FileSize><meta type=photo originalName=Screenshot (29).png></meta></URIObject> EOS",O O O O O O O O O O O O O O O O O O O O O O O,O
BOS let me know the solution EOS,O O O O O O O,sure
BOS ok so does google colab allows you to work in DL and RL with higher configuration instead of purchasing a new laptop? EOS,O O O O O O O O O O O O O O O O O O O O O O O O,colab_help
BOS It worked  EOS,O O O O,great
BOS sir i&apos;m from MLD batch 6th June EOS,O O O O O O O O O,batch_details
BOS hi EOS,O O O,Greetings
"BOS <URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-c63a7813ea0a4f100bf918dfc5201572 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-c63a7813ea0a4f100bf918dfc5201572/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-c63a7813ea0a4f100bf918dfc5201572 width=1064 height=781>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-c63a7813ea0a4f100bf918dfc5201572>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-c63a7813ea0a4f100bf918dfc5201572</a><OriginalName v=temp.PNG></OriginalName><FileSize v=50743></FileSize><meta type=photo originalName=temp.PNG></meta></URIObject> EOS",O O O O O O O O O O O O O O O O O O O O O,O
"BOS Hie Ian unable to access powerBI &amp; tablue access ,I have registered 2 days ago, EOS",O O O O O O O O O O O O O O O O O,power-bi_tableau_dashboard
BOS I am trying to deploy cnn dog cat classifier Everything is working find but when i am entring my url address which i got from heroku so its showing a error which a shared in first pic  EOS,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,heroku_deployment
BOS sir can u provide me data set of python practice 1  EOS,O O O O O O O O O O O O O,assignment_python
BOS still the same result in both the cases EOS,O O O O O O O O O O,need_help
BOS My registered mail is - <a href=mailto:tsrvmhptr@gmail.com>tsrvmhptr@gmail.com</a> EOS,O O O O O O O O O,user_email
BOS I hope there is no issue ....if i will start submit it from page hierarchy? EOS,O O O O O O O O O O O O O O O O O,yes_reply
BOS Sir Please check it and tell me whether I can send the NDA now ? If yes then to which mail id? EOS,O O O O O O O O O O O O O O O O O O O O O O O O,internship_query
BOS Can i get the python in my dashboard please EOS,O O O O O O O O O O O,support_ticket_generate
BOS Good Afternoon Sir  EOS,O O O O O,Greetings
